strategy,prompts,crops,window,dev_mean,heldout_mean,heldout_std,all_clips
textdev_w50_plus_motion1,generic,mean,15,0.5635,0.5764,0.0328,0.5702
textdev_clip_plus_motion5,generic,max,15,0.5628,0.5603,0.0348,0.5619
textdev_clip_plus_motion5,generic,mean,15,0.5628,0.5603,0.0348,0.5619
margin_pooled_plus_motion1,generic,max,1,0.5627,0.5739,0.0208,0.5685
margin_pooled,campus,mean,1,0.5625,0.5395,0.0137,0.5497
textdev_w50_plus_motion5,generic,max,31,0.5621,0.5627,0.0359,0.562
textdev_w50_plus_motion5,generic,mean,31,0.5621,0.5627,0.0359,0.562
textdev_w50_plus_motion1,generic,max,5,0.562,0.5748,0.0325,0.5686
textdev_w50_plus_motion1,generic,mean,5,0.562,0.5748,0.0325,0.5686
textdev_clip_plus_motion1,generic,max,5,0.5617,0.5715,0.0365,0.5674
textdev_clip_plus_motion1,generic,mean,5,0.5617,0.5715,0.0365,0.5674
margin_pooled_plus_center,union,max,1,0.5615,0.5607,0.0161,0.5616
margin_maxmax,union,max,1,0.5613,0.5562,0.0229,0.5586
textdev_w50_plus_motion5,generic,max,15,0.5605,0.5618,0.0345,0.5609
textdev_w50_plus_motion5,generic,mean,15,0.5605,0.5618,0.0345,0.5609
center,-,max,1,0.5604,0.5574,0.0208,0.5583
textdev_w50,campus,max,5,0.5604,0.5665,0.0172,0.5626
margin_pooled_plus_center,campus,max,15,0.5604,0.5536,0.0153,0.5563
center,-,mean,1,0.5604,0.5574,0.0208,0.5583
textdev_w50,campus,mean,5,0.5604,0.5665,0.0172,0.5626
margin_pooled_plus_motion5,generic,max,1,0.5603,0.5629,0.0178,0.5615
margin_pooled,surveillance,mean,15,0.5601,0.5712,0.0231,0.5659
textdev_w50,campus,max,15,0.5597,0.5704,0.0181,0.5641
textdev_w50,campus,mean,15,0.5597,0.5704,0.0181,0.5641
margin_maxmax_plus_motion5,generic,mean,31,0.5597,0.5631,0.0255,0.5612
margin_maxmax_plus_center,generic,max,31,0.5594,0.5716,0.0263,0.5668
textdev_clip_plus_motion1,generic,max,31,0.5591,0.5671,0.0376,0.5635
textdev_clip_plus_motion1,generic,mean,31,0.5591,0.5671,0.0376,0.5635
textdev_w150_plus_center,campus,max,1,0.559,0.5535,0.0088,0.5554
textdev_w150_plus_center,campus,mean,1,0.559,0.5535,0.0088,0.5554
margin_maxmax_plus_center,generic,max,1,0.5587,0.5671,0.0222,0.5639
textdev_clip_plus_motion5,generic,max,31,0.5586,0.5589,0.035,0.5589
textdev_clip_plus_motion5,generic,mean,31,0.5586,0.5589,0.035,0.5589
margin_maxmax_plus_motion1,generic,mean,1,0.5582,0.5683,0.0214,0.564
margin_maxmax_plus_center,generic,max,15,0.5579,0.5664,0.0208,0.5633
margin_pooled_plus_center,generic,max,1,0.5573,0.5615,0.0228,0.5605
margin_pooled_plus_center,generic,max,5,0.557,0.5577,0.0238,0.5587
textdev_w50_plus_motion5,generic,max,1,0.5563,0.5578,0.0282,0.5574
textdev_clip_plus_center,campus,max,1,0.5563,0.5483,0.0099,0.5514
textdev_w50_plus_motion5,generic,mean,1,0.5563,0.5578,0.0282,0.5574
textdev_clip_plus_center,campus,mean,1,0.5563,0.5483,0.0099,0.5514
margin_maxmax_plus_motion5,generic,mean,1,0.5558,0.5558,0.02,0.5561
textdev_clip_plus_motion5,generic,max,5,0.5556,0.5544,0.0305,0.5554
textdev_clip_plus_motion5,generic,mean,5,0.5556,0.5544,0.0305,0.5554
textdev_w150_plus_motion5,generic,max,15,0.555,0.5506,0.0351,0.553
textdev_w150_plus_motion5,generic,mean,15,0.555,0.5506,0.0351,0.553
textdev_w150_plus_motion1,generic,max,15,0.5547,0.559,0.0368,0.5571
textdev_clip_plus_motion5,generic,max,1,0.5547,0.5576,0.0305,0.5567
margin_pooled,surveillance,mean,31,0.5547,0.5631,0.0247,0.5584
textdev_w150_plus_motion1,generic,mean,15,0.5547,0.559,0.0368,0.5571
textdev_clip_plus_motion5,generic,mean,1,0.5547,0.5576,0.0305,0.5567
margin_maxmax_plus_center,generic,max,5,0.5544,0.5644,0.0211,0.5603
margin_pooled_plus_center,generic,max,15,0.5543,0.5603,0.0246,0.5586
margin_pooled_plus_motion5,generic,mean,15,0.5537,0.5525,0.0254,0.5528
textdev_w50,campus,max,31,0.5536,0.5754,0.0164,0.5641
textdev_w50,campus,mean,31,0.5536,0.5754,0.0164,0.5641
textdev_w150_plus_motion1,generic,max,5,0.5533,0.5599,0.0364,0.5571
textdev_w150_plus_motion1,generic,mean,5,0.5533,0.5599,0.0364,0.5571
margin_pooled_plus_motion1,generic,mean,5,0.5529,0.5626,0.0259,0.5579
margin_pooled_plus_center,campus,max,5,0.5527,0.5503,0.0136,0.551
margin_pooled,union,max,31,0.5524,0.5587,0.0213,0.5559
textdev_w50,campus,max,1,0.5519,0.5524,0.0169,0.5511
textdev_w50,campus,mean,1,0.5519,0.5524,0.0169,0.5511
textdev_w50_plus_motion5,generic,max,5,0.5507,0.5501,0.0301,0.5502
textdev_w50_plus_motion5,generic,mean,5,0.5507,0.5501,0.0301,0.5502
margin_pooled_plus_center,generic,max,31,0.55,0.5544,0.0257,0.5534
margin_pooled_plus_motion5,generic,mean,5,0.55,0.55,0.0244,0.5499
textdev_w150_plus_motion5,generic,max,5,0.5498,0.5469,0.0313,0.5487
textdev_w150_plus_motion5,generic,mean,5,0.5498,0.5469,0.0313,0.5487
textdev_w150_plus_motion5,generic,max,1,0.5492,0.5505,0.0314,0.5504
margin_pooled_plus_motion1,generic,mean,15,0.5492,0.5575,0.0264,0.5529
textdev_w150_plus_motion5,generic,mean,1,0.5492,0.5505,0.0314,0.5504
textdev_w150_plus_motion1,generic,max,31,0.5486,0.5535,0.037,0.5514
textdev_w150_plus_motion5,generic,max,31,0.5486,0.5476,0.035,0.5482
textdev_w150_plus_motion1,generic,mean,31,0.5486,0.5535,0.037,0.5514
textdev_w150_plus_motion5,generic,mean,31,0.5486,0.5476,0.035,0.5482
textdev_w150,campus,max,31,0.5485,0.5659,0.0085,0.5572
textdev_clip_plus_motion1,generic,max,1,0.5485,0.5532,0.0364,0.552
textdev_w150,campus,mean,31,0.5485,0.5659,0.0085,0.5572
textdev_clip_plus_motion1,generic,mean,1,0.5485,0.5532,0.0364,0.552
textdev_w150,campus,max,5,0.5478,0.5535,0.0086,0.5498
textdev_w150,campus,max,15,0.5478,0.558,0.008,0.5523
textdev_clip,campus,max,31,0.5478,0.5643,0.0069,0.556
textdev_w150,campus,mean,5,0.5478,0.5535,0.0086,0.5498
textdev_w150,campus,mean,15,0.5478,0.558,0.008,0.5523
textdev_clip,campus,mean,31,0.5478,0.5643,0.0069,0.556
textdev_w50_plus_motion1,generic,max,1,0.5465,0.5524,0.0333,0.5501
textdev_w50_plus_motion1,generic,mean,1,0.5465,0.5524,0.0333,0.5501
margin_pooled_plus_motion5,generic,mean,31,0.5456,0.5435,0.0299,0.544
textdev_clip,campus,max,15,0.545,0.5555,0.0075,0.5495
textdev_clip,campus,mean,15,0.545,0.5555,0.0075,0.5495
margin_maxmax,campus,max,1,0.5443,0.5504,0.0136,0.5471
textdev_w150_plus_motion1,generic,max,1,0.5436,0.5469,0.0369,0.5463
textdev_w150_plus_motion1,generic,mean,1,0.5436,0.5469,0.0369,0.5463
margin_pooled,union,max,15,0.5433,0.5462,0.015,0.5449
textdev_clip,campus,max,5,0.5428,0.549,0.0097,0.5449
textdev_clip,campus,mean,5,0.5428,0.549,0.0097,0.5449
textdev_clip_plus_center,generic,max,5,0.5427,0.5461,0.0375,0.5451
textdev_clip_plus_center,generic,mean,5,0.5427,0.5461,0.0375,0.5451
margin_pooled_plus_center,campus,max,1,0.5417,0.5371,0.0131,0.5392
margin_pooled_plus_motion5,generic,mean,1,0.5409,0.5419,0.0243,0.5414
textdev_w150_plus_center,generic,max,5,0.5408,0.5433,0.0377,0.5429
textdev_w150_plus_center,generic,mean,5,0.5408,0.5433,0.0377,0.5429
margin_pooled_plus_motion1,generic,mean,31,0.5404,0.5476,0.0304,0.5438
textdev_clip_plus_center,generic,max,1,0.5403,0.5434,0.0339,0.5427
textdev_clip_plus_center,generic,mean,1,0.5403,0.5434,0.0339,0.5427
textdev_w150,campus,max,1,0.5401,0.5395,0.0091,0.5389
textdev_w150,campus,mean,1,0.5401,0.5395,0.0091,0.5389
margin_pooled,union,max,5,0.5377,0.5381,0.015,0.5382
textdev_w150_plus_center,generic,max,15,0.5377,0.5366,0.0399,0.5377
textdev_w150_plus_center,generic,mean,15,0.5377,0.5366,0.0399,0.5377
textdev_clip_plus_center,generic,max,15,0.5376,0.5392,0.0403,0.5388
textdev_clip_plus_center,generic,mean,15,0.5376,0.5392,0.0403,0.5388
textdev_w150_plus_center,generic,max,1,0.5368,0.5382,0.0355,0.5382
textdev_w150_plus_center,generic,mean,1,0.5368,0.5382,0.0355,0.5382
margin_pooled_plus_motion1,generic,mean,1,0.5367,0.5466,0.0276,0.5424
margin_pooled,union,max,1,0.5348,0.5297,0.0123,0.5328
margin_maxmax_plus_center,generic,mean,5,0.5344,0.5354,0.026,0.535
textdev_clip,campus,max,1,0.5338,0.5343,0.0118,0.5328
textdev_clip,campus,mean,1,0.5338,0.5343,0.0118,0.5328
textdev_w50_plus_center,generic,max,5,0.5331,0.5422,0.0325,0.5376
textdev_w50_plus_center,generic,mean,5,0.5331,0.5422,0.0325,0.5376
textdev_w50_plus_center,generic,max,1,0.5323,0.5437,0.0291,0.5384
textdev_w50_plus_center,generic,mean,1,0.5323,0.5437,0.0291,0.5384
margin_maxmax_plus_center,generic,mean,1,0.5315,0.535,0.0234,0.5334
textdev_w50_plus_center,generic,max,15,0.5304,0.5382,0.0362,0.5341
textdev_w50_plus_center,generic,mean,15,0.5304,0.5382,0.0362,0.5341
margin_maxmax_plus_center,generic,mean,15,0.5293,0.5353,0.0317,0.5324
textdev_w150_plus_center,generic,max,31,0.5284,0.5263,0.0389,0.528
textdev_w150_plus_center,generic,mean,31,0.5284,0.5263,0.0389,0.528
textdev_clip_plus_center,generic,max,31,0.5278,0.5281,0.039,0.5284
textdev_clip_plus_center,generic,mean,31,0.5278,0.5281,0.039,0.5284
margin_pooled_plus_center,generic,mean,1,0.5216,0.5241,0.0297,0.5234
margin_pooled_plus_center,generic,mean,5,0.5214,0.5203,0.0316,0.5214
margin_pooled_plus_center,generic,mean,15,0.5208,0.5166,0.0341,0.5189
margin_pooled,campus,max,31,0.5199,0.5121,0.0111,0.5156
textdev_w50_plus_center,generic,max,31,0.5189,0.5235,0.0345,0.5209
textdev_w50_plus_center,generic,mean,31,0.5189,0.5235,0.0345,0.5209
margin_pooled,campus,max,15,0.5165,0.5065,0.012,0.5111
margin_maxmax,generic,max,1,0.5138,0.5309,0.0186,0.5225
margin_maxmax_plus_center,generic,mean,31,0.5137,0.5233,0.0332,0.5184
margin_maxmax,generic,max,5,0.5125,0.5189,0.0182,0.5154
margin_pooled,campus,max,5,0.5102,0.5011,0.0165,0.5056
margin_maxmax,generic,max,15,0.507,0.5086,0.0204,0.5074
margin_pooled_plus_center,generic,mean,31,0.5056,0.5022,0.0349,0.5041
textdev_clip,generic,max,1,0.5031,0.5271,0.0297,0.5168
textdev_clip,generic,mean,1,0.5031,0.5271,0.0297,0.5168
margin_pooled,generic,max,5,0.5018,0.5009,0.0143,0.5012
margin_pooled,campus,max,1,0.5015,0.491,0.0145,0.4961
margin_pooled,generic,max,1,0.5001,0.5118,0.0129,0.5058
margin_maxmax,generic,max,31,0.5,0.5045,0.0245,0.5014
margin_pooled,generic,max,15,0.4988,0.4985,0.0172,0.4986
textdev_w150,generic,max,1,0.4959,0.5183,0.0317,0.5084
textdev_w150,generic,mean,1,0.4959,0.5183,0.0317,0.5084
textdev_clip,generic,max,5,0.4957,0.5136,0.0333,0.5057
textdev_clip,generic,mean,5,0.4957,0.5136,0.0333,0.5057
textdev_w50,generic,max,1,0.4944,0.5125,0.0217,0.5042
textdev_w50,generic,mean,1,0.4944,0.5125,0.0217,0.5042
margin_pooled,generic,max,31,0.492,0.492,0.0213,0.4914
textdev_w50,generic,max,5,0.4906,0.5003,0.0271,0.4957
textdev_w50,generic,mean,5,0.4906,0.5003,0.0271,0.4957
textdev_w150,generic,max,5,0.4884,0.504,0.0362,0.4971
textdev_w150,generic,mean,5,0.4884,0.504,0.0362,0.4971
textdev_clip,generic,max,15,0.4822,0.4942,0.0341,0.4887
textdev_clip,generic,mean,15,0.4822,0.4942,0.0341,0.4887
textdev_w150,generic,max,15,0.4789,0.4904,0.0357,0.4852
textdev_w150,generic,mean,15,0.4789,0.4904,0.0357,0.4852
textdev_w50,generic,max,15,0.478,0.4882,0.0267,0.4831
textdev_w50,generic,mean,15,0.478,0.4882,0.0267,0.4831
margin_maxmax,generic,mean,1,0.472,0.4767,0.0173,0.4743
margin_maxmax,generic,mean,5,0.4699,0.4721,0.0185,0.4702
textdev_w150,generic,max,31,0.4689,0.4827,0.0362,0.4763
textdev_w150,generic,mean,31,0.4689,0.4827,0.0362,0.4763
textdev_clip,generic,max,31,0.4666,0.4804,0.0353,0.4739
textdev_clip,generic,mean,31,0.4666,0.4804,0.0353,0.4739
textdev_w50,generic,max,31,0.4642,0.4762,0.029,0.4704
textdev_w50,generic,mean,31,0.4642,0.4762,0.029,0.4704
margin_maxmax,generic,mean,15,0.4641,0.4692,0.0231,0.4661
margin_pooled,generic,mean,1,0.4555,0.4607,0.0243,0.4571
margin_maxmax,generic,mean,31,0.4486,0.4523,0.0269,0.4496
margin_pooled,generic,mean,5,0.442,0.4468,0.0261,0.4426
margin_pooled,generic,mean,15,0.4337,0.4392,0.0271,0.4346
margin_pooled,generic,mean,31,0.4236,0.4337,0.0294,0.4273
