strategy,prompts,crops,window,dev_mean,heldout_mean,heldout_std,all_clips
textdev_w50_plus_motion5,generic,whole,5,0.5503,0.5527,0.0294,0.5518
textdev_clip,campus,whole,1,0.5502,0.5522,0.0064,0.5509
textdev_clip,campus,whole,5,0.5501,0.5556,0.0059,0.5524
margin_pooled_plus_center,generic,whole,15,0.5494,0.5486,0.0385,0.5495
textdev_w50,campus,whole,15,0.5493,0.5656,0.0081,0.5572
margin_maxmax,union,whole,15,0.5489,0.5484,0.0275,0.5471
margin_pooled_plus_center,generic,whole,5,0.5489,0.5512,0.0361,0.5509
textdev_w150_plus_motion5,generic,whole,31,0.5487,0.5497,0.0356,0.5493
textdev_w150_plus_motion1,generic,whole,31,0.5478,0.5557,0.0364,0.5521
textdev_w150,campus,whole,15,0.5475,0.5531,0.0064,0.55
textdev_clip,campus,whole,15,0.5473,0.557,0.0062,0.5517
margin_pooled_plus_motion5,campus,whole,1,0.5458,0.5334,0.0274,0.5382
textdev_clip_plus_motion1,generic,whole,1,0.5458,0.5533,0.0356,0.5505
margin_maxmax_plus_center,generic,whole,1,0.5457,0.5459,0.0193,0.5459
textdev_w50,campus,whole,31,0.544,0.5636,0.009,0.5538
textdev_w150_plus_motion1,generic,whole,1,0.5428,0.55,0.0367,0.5473
margin_maxmax,campus,whole,5,0.5426,0.5339,0.0238,0.537
textdev_w50_plus_motion1,generic,whole,1,0.5425,0.553,0.0343,0.5484
margin_maxmax_plus_center,campus,whole,1,0.5424,0.531,0.0261,0.5342
margin_pooled_plus_center,campus,whole,5,0.5417,0.5295,0.0246,0.5338
textdev_clip,campus,whole,31,0.5413,0.5518,0.0071,0.5466
margin_pooled,union,whole,5,0.5409,0.5316,0.0272,0.534
margin_pooled_plus_center,generic,whole,1,0.5408,0.5454,0.0329,0.5437
margin_pooled_plus_center,generic,whole,31,0.5407,0.5358,0.037,0.539
textdev_clip_plus_center,generic,whole,5,0.5407,0.5433,0.0372,0.5427
textdev_w150_plus_center,generic,whole,5,0.5403,0.54,0.0372,0.541
margin_maxmax_plus_center,union,whole,1,0.5389,0.5265,0.0265,0.5299
margin_maxmax,union,whole,5,0.5381,0.5336,0.0254,0.5344
textdev_w150,campus,whole,31,0.538,0.5448,0.0082,0.5414
textdev_clip_plus_center,generic,whole,15,0.5377,0.5384,0.0398,0.5385
textdev_w150_plus_center,generic,whole,15,0.5374,0.5351,0.0398,0.5369
margin_maxmax,generic,whole,15,0.5367,0.5406,0.0173,0.5393
margin_pooled_plus_motion1,campus,whole,1,0.536,0.5194,0.0258,0.5264
margin_maxmax,campus,whole,1,0.5354,0.5239,0.0228,0.5285
textdev_clip_plus_center,generic,whole,1,0.5351,0.5373,0.0331,0.5369
textdev_w50_plus_center,generic,whole,1,0.535,0.5405,0.0297,0.5381
margin_maxmax,union,whole,1,0.5326,0.5239,0.0238,0.5269
textdev_w50_plus_center,generic,whole,5,0.5324,0.5414,0.0344,0.5369
textdev_w150_plus_center,generic,whole,1,0.5311,0.532,0.0349,0.5321
margin_pooled_plus_center,union,whole,1,0.5307,0.5169,0.0272,0.5218
textdev_w150_plus_center,generic,whole,31,0.5297,0.527,0.039,0.5291
margin_maxmax,generic,whole,31,0.5295,0.5373,0.0188,0.534
textdev_clip_plus_center,generic,whole,31,0.5293,0.5289,0.0387,0.5297
textdev_w50_plus_center,generic,whole,15,0.5272,0.5361,0.0377,0.5314
margin_pooled_plus_center,campus,whole,1,0.5269,0.5051,0.0248,0.5141
margin_maxmax,generic,whole,5,0.5201,0.5236,0.0151,0.5227
margin_pooled,union,whole,1,0.5199,0.5038,0.0258,0.5094
textdev_w50_plus_center,generic,whole,31,0.5172,0.5232,0.0357,0.5199
margin_maxmax,generic,whole,1,0.5038,0.514,0.0149,0.5096
margin_pooled,campus,whole,31,0.4951,0.4941,0.0213,0.4935
margin_pooled,campus,whole,15,0.495,0.491,0.023,0.4916
margin_pooled,campus,whole,5,0.4937,0.4807,0.0238,0.4857
margin_pooled,campus,whole,1,0.4933,0.4767,0.0243,0.4832
margin_pooled,generic,whole,5,0.4894,0.5113,0.0361,0.5016
textdev_clip,generic,whole,5,0.4861,0.5089,0.0348,0.4986
margin_pooled,generic,whole,15,0.4859,0.5019,0.0367,0.4947
textdev_clip,generic,whole,1,0.4859,0.5109,0.0328,0.4996
margin_pooled,generic,whole,1,0.485,0.5131,0.033,0.5006
textdev_w50,generic,whole,1,0.4833,0.507,0.0243,0.4959
textdev_w50,generic,whole,5,0.482,0.5031,0.0285,0.493
textdev_w150,generic,whole,1,0.4804,0.5048,0.0364,0.4937
textdev_w150,generic,whole,5,0.48,0.502,0.0388,0.4921
textdev_clip,generic,whole,15,0.4779,0.4956,0.0359,0.4875
margin_pooled,generic,whole,31,0.4772,0.492,0.0374,0.4853
textdev_w150,generic,whole,15,0.4763,0.494,0.0385,0.4858
textdev_w50,generic,whole,15,0.4731,0.4943,0.029,0.484
textdev_w150,generic,whole,31,0.4711,0.4877,0.0389,0.48
textdev_clip,generic,whole,31,0.4659,0.483,0.0373,0.475
textdev_w50,generic,whole,31,0.4614,0.4825,0.0321,0.4725
